Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Ethnicity,Race,OtherText,SexOrient,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadM1,DyadM2,DyadM3,DyadM4,DyadM5,DyadM6,DyadM7,DyadM8,DyadM9,DyadM10,DyadM11,DyadM12,DyadM13,DyadM14,DyadM15,DyadM16,DyadM17,DyadM18,DyadM19,DyadM20,DyadM21,DyadM22,DyadM23,DyadM24,DyadM25,NRIM1,NRIM2,NRIM3,NRIM4,NRIM5,NRIM6,NRIM7,NRIM8,NRIM9,NRIM10,NRIM11,NRIM12,NRIM13,NRIM14,NRIM15,NRIM16,NRIM17,NRIM18,NRIM19,NRIM20,NRIM21,NRIM22,NRIM23,NRIM24,NRIM25,NRIM26,NRIM27,NRIM28,NRIM29,NRIM30,NRIM31,NRIM32,NRIM33,NRIM34,NRIM35,NRIM36,NRIM37,NRIM38,NRIM39,NRIM40,NRIM41,NRIM42,NRIM43,NRIM44,NRIM45,NRIM46,NRIM47,NRIM48,NRIM49,NRIM50,NRIM51,NRIM52,NRIM53,NRIM54,NRIM55,NRIM56,NRIM57,NRIM58,NRIM59,NRIM60,NRIM61,NRIM62,NRIM63,NRIM64,OtherPaternal,OtherPaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,NRIF1,NRIF2,NRIF3,NRIF4,NRIF5,NRIF6,NRIF7,NRIF8,NRIF9,NRIF10,NRIF11,NRIF12,NRIF13,NRIF14,NRIF15,NRIF16,NRIF17,NRIF18,NRIF19,NRIF20,NRIF21,NRIF22,NRIF23,NRIF24,NRIF25,NRIF26,NRIF27,NRIF28,NRIF29,NRIF30,NRIF31,NRIF32,NRIF33,NRIF34,NRIF35,NRIF36,NRIF37,NRIF38,NRIF39,NRIF40,NRIF41,NRIF42,NRIF43,NRIF44,NRIF45,NRIF46,NRIF47,NRIF48,NRIF49,NRIF50,NRIF51,NRIF52,NRIF53,NRIF54,NRIF55,NRIF56,NRIF57,NRIF58,NRIF59,NRIF60,NRIF61,NRIF62,NRIF63,NRIF64,COS1,COS2,COS3,COS4,COS5,COS6,COS7,COS8,COS9,COS10,COS11,COS12,COS13,COS14,COS15,COS16,FPS1,FPS2,FPS3,FPS4,FPS5,FPS6,FPS7,FPS8,FPS9,FPS10,SBQ1,SBQ2,SBQ3,SBQ4,SBQ5,SBQ6,SBQ7,SBQ8,SBQ9,SBQ10,SBQ11,SBQ12,SBQ13,SBQ14,SBQ15,SBQ16,SBQ17,SBQ18,SBQ19,SBQ20,SBQ21,SBQ22,SBQ23,SBQ24,SBQ25,YRBS1,YRBS2,YRBS3,YRBS4,YRBS5,YRBS6,YRBS7,YRBS8,YRBS9,YRBS10,YRBS11,YRBS12,YRBS13,YRBS14,YRBS15,YRBS16,YRBS17,SDQ1,SDQ2,SDQ3,SDQ4,SDQ5,SDQ6,SDQ7,SDQ8,SDQ9,SDQ10,SDQ11,SDQ12,SDQ13,SDQ14,SDQ15,SDQ16,SDQ17,SDQ18,SDQ19,SDQ20,SDQ21,SDQ22,SDQ23,SDQ23b,SDQ24,SDQ25,FACES1,FACES2,FACES3,FACES4,FACES5,FACES6,FACES7,FACES8,FACES9,FACES10,FACES11,FACES12,FACES13,FACES14,FACES15,FACES16,FACES17,FACES18,FACES19,FACES20,FACES21,FACES22,FACES23,FACES24,FACES25,FACES26,FACES27,FACES28,FACES29,FACES30,FACES31,FACES32,FACES33,FACES34,FACES35,FACES36,FACES37,FACES38,FACES39,FACES40,FACES41,FACES42,FACES43,FACES44,FACES45,FACES46,FACES47,FACES48,FACES49,FACES50,FACES51,FACES52,FACES53,FACES54,FACES55,FACES56,FACES57,FACES58,FACES59,FACES60,FACES61,FACES62,TSCL1,TSCL2,TSCL3,TSCL4,TSCL5,TSCL6,TSCL7,TSCL8,TSCL9,TSCL10,TSCL11,TSCL12,TSCL13,TSCL14,TSCL15,TSCL16,TSCL17,TSCL18,TSCL19,TSCL20,TSCL21,TSCL22,TSCL23,TSCL24,TSCL25,TSCL26,TSCL27,TSCL28,TSCL29,TSCL30,TSCL31,TSCL32,TSCL33,TSCL34,TSCL35,TSCL36,TSCL37,TSCL38,TSCL39,TSCL40,ETI1,ETI2,ETI3,ETI4,ETI5,ETI6,ETI7,ETI8,ETI9,ETI10,ETI11,ETI12,ETI13,ETI14,ETI15,ETI16,ETI17,ETI18,ETI19,ETI20,ETI21,ETI22,ETI23,ETI24,ETI25,ETI26,ETI27,ETI28,ETI29,Qualitative,Source,PsyContM,BehContM,PhysAsM,InducReasM,PsyContF,BehContF,PhysAsF,InducReasF,NRIMCompanion,NRIMConflict,NRIMInstrument,NRIMAntag,NRIMIntimate,NRIMNurturance,NRIMAffection,NRIMReassurance,NRIMRelative,NRIMReliable,NRIFCompanion,NRIFConflict,NRIFInstrument,NRIFAntag,NRIFIntimate,NRIFNurturance,NRIFAffection,NRIFReassurance,NRIFRelative,NRIFReliable,COShindivid,COSvindivid,COShcollect,COSvcollect,CFPSprag,CFPSCompas,SSBQtotal,SUtobacc,SUalcoho,SUmarij,SUillicit,SUtotal,SDQemote,SDQconduct,SDQhyper,SDQpeerprob,SDQprosocial,FACEdisen,FACEenmesh,FACErigid,FACEchaotic,FACEcomm,FACEsatis
84,3061,EN,18,1,187,44,187,44,18,white,1, ,straight,1,1, , , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2,1,dad,1,my mom,step dad,2,1,7,3, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,3,5,5,5,5,5,5,5,2,3,1,5,1,5,2,3,2,4,2,5,5,5,5,5,3,3,5,5,4,5,2,5,4,5,2,5,2,5,5,5,5,5,5,5,5,5,3,5,2,5,4,5,3,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1, , ,1,1,1,1,1,1,1,2,4,4,1,2,1,1,1,1,1,1,2,3,2,2,2,2,2,1,3,2,1,2,3,3,2,1,4,2,3,3,4,3,5,4,3,2,3,1,3,3,3,2,3,4,3,1,3,1,3,2,3,2,3,2,4,1,4,2,3,2,3,2,3,1,3,1,3,1,4,2,3,2,3,2,3,2,3,3,3,1,1,8,8,5,4,6,7,7,9,6,9,6,7,7,5,7,7,5,5,5,5,4,5,5,4,5,5,4,1,4,3,1,1,1,1,4,2,4,1,3,4,2,2,2,1,4,3,2,2,4,3,3,1,1,3,1,1,5,5,1, ,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,1,3,2,3,1,1,3,2,2,3,1,1,2,2,1,2,1,1,2,4,4,3,4,4,3,3,2,1,3,4,1,3,2,4,3,4,2,2,3,2,3,3,1,4,3,2,5,3,1,3,5,3,2,3,1,2,2,2,4,4,3,3,3,3,4,3,3,3,2,2,3,3,3,2,3,3,2,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no,MSSTATE1,7,8,5,38,7,13,5,16,9,10,9,7,6,9,12,25,5,15,3,10,6,9,3,4,5,12,6,6,27,29,25,27,29,19,69,7,10,2, , ,7,7,9,11,13,17,24,25,12,29,25
84,5692,EN,18,1,187,44,187,25,13,South Korean,4, ,Straight,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2,2, ,3, , ,1,1,6,5, ,5, ,1,Baptist, , , ,2,2,3,2,3,2,2,2,2,3,3,2,2,1,1,2,1,2,4,4,4,4,4,4,4,2,2,3,2,1,2,3,3,3,2,4,4,5,5,5,5,4,3,5,5,3,2,3,2,2,1,3,2,2,4,5,5,5,5,5,5,5,5,3,2,3,1,3,3,3,2,2,4,3,2,5,5,5,5,5,5,5,5,4,5,5,5,2,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,8,6,8,6,7,6,8,8,6,7,9,9,9,6,9,7,5,5,4,5,4,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3,1,1,2,2,1,2,2,2,2,2,2,4,2,4,4,3,3,2,4,5,1,4,4,4,3,3,2,4,3,1,2,2,4,3,3,4,1,4,1,2,4,2,1,5,2,3,2,2,4,4,5,4,3,3,4,2,3,3,2,2,3,2,2,3,3,3,2,3,2,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,16,12,7,30,7,5,5,8,8,10,6,9,7,12,13,25,8,15,3,4,3,3,3,3,3,5,11,3,30,25,34,30,28,19, ,5,2,2, , ,13,9,12,12,14,19,17,27,19,29,28
84,497,EN,21,1,187,25,187,25,21,3,2, ,hetero, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2,2, ,4, , ,2,3,5,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3, , ,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,1,2,1,2,3,4,4,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,3,4,5,6,7,8,9,9,8,7,6,5,4,3,1,2,3,4,4,2,3,1,3,3,1,2,3,4, ,4,3,2,1,1, ,3,4, , ,4,3,2,1,1,2,3,4, , ,2,1,2,4,2,4,3,3, ,3,3,3,3,4,2,4,2,2,2,3,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,3,3,2,4,3,2,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,2,1,2,3,4,5,4,3,2,1,1,1,2,3,4,5,5,4,3,2,1,1,2,3,4,1,2,3,4,5,5,4,3,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no,MSSTATE1,7,5,5,8,22,15,15,24,6,9,6,7,6,6,6,11,8,6,12,14,11,11,9,9,9,20,10,10,21,22,22,22,16,10, ,11,7,7, , ,14,10,10,8,12,22,20,19,20,30,30
84,20055,EN,18,1,187,25,187,19,10, ,1, ,heterosexual,1, , , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,3, , ,2,2,3,2, ,3, ,11, , , , ,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,4,2,2,2,2,4,4,2,2,3,3,3,3,4,4,3,3,4,4,5,5,3,3,2,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,4,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,4,2,4,3,3,2,3,4,4,2,2,2,2,3,3,4,4,4,4,4,4,5,5,3,3,2,3,4,3,2,2,2,2,3,2,5,5,4,4,5,5,4,4,3,2,4,3,3,3,2,2,3,3,4,4,3,3,5,5,4,3,4,3,4,3,1,1,7,6,4,8,7,8,6,8,7,9,6,8,6,5,7,7,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,2,1,2,3,1,2,2,2,1,1,2,1,3,2,1,2,2,1,1,2,1,1,2,1,1,1,4,3,3,4,2,2,4,4,2,2,2,2,4,4,2,2,2,1,4,3,2,2,4,3,4,4,4,3,4,1,4,4,4,2,4,3,4,3,3,3,3, ,3,4,3,3,4,4,4,3,3,3,3,2,3,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,NOPE,MSSTATE1,9,7,5,30,7,5,5,27,8,10,10,8,8,10,11,16,6,11,10,10,12,7,6,9,10,19,6,15,27,28,23,31,24,16, ,5,2,2, , ,11,6,5,9,10,20,18,21, ,34,36
84,2464,EN,20,1,187,25,187,25,20,White,1, ,Male,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2,2, ,1,NA,NA,1,1,7,3, ,3, ,1,Methodist, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,5,5,5,2,1,2,1,2,1,2,1,1,1,4,4,5,5,5,5,3,2,5,5,5,4,2,1,3,3,2,1,1,1,5,5,5,5,5,5,5,5,2,1,2,1,4,4,2,1,1,1,4,4,5,5,5,5,5,5,5,5,2,1,5,5,2,2, , ,1,1,2,2,2,1,3,2,2,1,2,2,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,2,1,3,3,2,1,2,1,4,4,5,5,5,5,3,3,5,5,5,5,2,1,4,3,2,1,1,1,5,5,5,5,5,5,5,5,5,5,2,1,4,4,2,1,1,1,4,4,5,5,4,4,5,5,5,5,5,5,5,5,2,2,7,7,8,8,7,3,6,9,7,8,7,7,8,3,8,8,5,5,5,5,5,5,5,5,5,5,3,1,3,4,3,4,1,2,4,4,3, ,4,2, ,2, ,4,3,2,4,1,4, ,2,1,1,7,1,1,3,1,1, ,1,1,1,2,2,1,1,1,3,2,1,2,2,1,2,2,3,2,3,2,1,2,1,1,3,1,2,3,2,1,2,1,1,3,4,4,4,2,4,2,4,4,1,1,4,3,4,4,2,2,4,2,4,4,2,2,3,2,4,4,2,2,2,2,4,4,2,2,4,2,4,4,3,2,2,2,4,4,4,4,4,4,5,5,4,4,3,3,3,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No,MSSTATE1,7,5,5,37,12,9,5,32,9,9,9,6,3,13,14,25,7,15,13,9,11,6,4,13,14,24,7,15,29,21,29,32,30,20, ,11,4,3, , ,7,8,10,10,14,16,13,23,15,42,37
84,106721,EN,18,1,187,11,187,11,18,caucasion,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,1, , ,1,1,7,2, ,2, ,2, , , , ,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,2,2,5,5,2,2,4,4,5,5,5,5,5,5,3,3,5,5,4,4,2,2,5,5,2,2,3,3,5,5,5,5,4,4,5,5,4,4,2,2,5,5,2,2,4,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,2,3, , ,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,2,2,3,3,2,4,3,3,4,4,5,5,4,4,4,4,5,5,4,4,2,4,5,5,2,2,4,4,5,5,5,5,5,5,5,5,4,4,2,4,5,5,2,2,4,4,5,5,4,4,4,4,5,5,5,5,4,4,5,5,2,3,5,5,7,5,5,4,6,8,5,5,6,7,6,4,7,7,5,5,5,5,5,5,5,5,5,5,3,1,2,2,2,2,1,1,2,3,3,3,3,2,2,2,1,3,3,2,3,2,2,1,1,1,1,3,2,1,3,2,1, ,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,3,2,3,1,1,2,2,2,3,1,1,3,3,1,2,1,1,2,4,4, ,2,3,2,4,3,2,3,4,2,4,4,2,3,3,2,3,4,3,3,4,2,4,4,2,2,2,2,4,4,3,2,3,2,4,4,3,3,2,2,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no,MSSTATE1,7,8,5,32,10,7,5,32,11,11,15,6,11,15,15,23,8,15,11,11,13,6,11,14,15,23,9,15,21,18,26,27,30,20,73,8,5,2, , ,7,6,10,10,13, ,18,21,14,37,40
84,115,EN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
84,1786,EN,18,1,111, ,187,1,12,Hispanic, , ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,2, , ,2,1,8,4, ,4, ,1,Baptist/catholic, , , ,3,3,3,4,1,2,3,3,1,1,1,1,1,1,2,2,2,4,3,5,5,5,5,5,5,4,4,2,4,4,5,1,5,3,5,5,5,5,5,5,5,2,5,5,5,3,5,2,5,5,5,2,5,3,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4, , ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,3,1,5,4,5,2,3,2,3,4,5,5,5,5,5,1,5,5,5,3,5,1,5,4,5,2,3,2,3,4,5,5,5,5,5,5,5,4,5,1,5,4,4,1,4,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,8,8,8,9,8,6,8,9,6,6,9,8,5,6,8,8,5,5,5,5,5,5,5,5,4,5,4,1,4,1,4,1,1,1,1,4,4,4,4,4, ,1,2,1,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,2,1,3,2,1,3,2,3,3,3,2,2,3,1,2,3,1,1,3,3,1,3,1,2,3,5,4,2,2,3,4,5,2,1,2,3,2,5,4,5,5,3,1,5, ,1,4,1,2,5,4,1,3,4,2,5,4,1,3,4,2,2,4,4,4,2,2,4,4,5,5,4,5,4,5,1,5,5,4,4,5,5,4,5,3,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No,MSSTATE1,19,7,8,37,8,5,5,36,12,10,14,4,8,12,12,25,8,15,9,8,12,5,6,12,13,25,6,15,27,26,33,34,30,19, ,5,2,2, , ,10,9,12,11,15,15,23,20,15,42,43
84,1875,EN,19,1,187,25,187,25,19,African American,2, ,Women,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2,2, ,4,Biological Mother,Biological Father,1,1,6,5, ,5, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,4,4,4,4,3,3,1,4,3,3,2,3,4,4,4,4,5,5,5,5,5,4,5,5,5,5,3,3,4,4,3,3,4,4,5,5,5,5,5,5,5,5,5,5,3,3,3,3,4,4,4,4,3,3,5,5,4,4,5,5,5,5,5,5,5,5,2,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,3,2,2,4,4,3,3,4,4,4,4,5,5,5,5,4,4,5,5,4,4,3,3,4,4,3,3,5,5,5,5,5,5,4,4,5,5,5,5,2,2,4,4,3,3,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,1,1,8,7,4,8,7,8,7,7,9,8,2,7,7,6,7,5,4,4,4,4,4,4,4,4,2,5,1,1,1,1,1,1,1,1, , ,1,4,4,4,1,4,1,1,1, ,2,1,4, ,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,2,2,3,1,1,3,3,2,3,2,1,2,2,2,2,2,2,2,4,4,4,2,2,4,5,5,2,2,4,1,5,4,2,2,2,2,4,4,2,2,2,2,4,4,2,2,4,2,4,4,2,2,4,2,4,4,2,2,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"No, this survey was great.",MSSTATE1,7,5,5,32,7,5,5,31,13,11,10,9,12,12,13,24,8,15,12,11,12,9,13,13,14,23,6,15,31,29,20,27,24,15, ,5,2,2, , ,9,7,10,12,11,16,14,20,15,38,40
84,214976,EN, ,1,187,25,187,27,18,white,1, ,straight,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2,2, , , ,my brother,1,1,4,2, ,3, ,1, , , , ,4,2,2,4,3,2,5,3,4,4,4,4,2,2,3,2,3,4,3,4,5,3,3,3,4,4,5,4,4,4,3,3,5,4,2,5,5,5,3,5,5,5,4,4,3,3,5,5,5,5,4,5,4,5,4,4,4,5,2,4,5,4,5,3,3,4,5,5,3,3,5,5,3,4,4,4, ,5,5,4,5,5,5,4,4,4,4,1,1, , ,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,4,4,2,3,1,3,4,3,5,5,2,4,5, ,1,2,5,5,3,3,2, ,4,3,1,4,3,3,3,2,3, ,4,3,2,2,2,3,2,4,4,1,4,4,3,5,2,3,2,5,4,5,5,5,5,4,4,3,3,4,4,4,1,1,5,5,6,5,5,5,5,6,5,6,7,4,8,8,6,7,4,3,5,4,5,4,4,5,5,4,2,4,2,3,3,4, , , ,2, , ,4,4, , , , ,4,4, ,3,2,4, ,2,2,5,4,1,1,1,1, ,1,1,1,1,1,1,5,1,3,3,3,3,2,2,1, ,2,3,3,3,2,2,3,3,1,3,3,3,1,3,3,1,3,3,5,4,3,4,4,5,3,4,4,5,5,4,4,5,3,4,3,4,5,4,4,3,4,4,4,5,2,5,5,5,5,3,5,4,5,4,5,4,4,5,3,5,4,5,2,5,5,5,5,4,4,5,4,4,3,5,4,3,3,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,22,19,12,29,11,9,8,12,10,17,14,11,14,13,13,23,7,12,8,14,6,10,10,7,10,16,7,10,23,24,24,22,25,18, ,14,2,2, , , ,12,13,13,12,25,30,29,31,44,37
84,1437,EN,18,1,187,44,187,25,18,White,1, ,Women,1,1,1, , , , , ,1,1, , , ,1,1, , , , , , , , , ,2,2,2,2, ,3, ,Step-father,1,2,7,4, ,2, ,1,Methodist, , , ,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,4, ,5,4,5,3,4,4,2,3,2,5,3,5,2,4,2,5,3,3,5,5,5,5,2,5,4,3,3,2,3,3,4,5,3,3,2,5,5,5,5,5,5,5,4,3,2,3,2,5,4,5,2,5,2,5,2,5,5,5,5,5,4,4,5,5,5,4,5,5,3,3, , ,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,4,2,5,5,5,2,5,3,5,4,5,5,5,5,5,2,5,5,5,5,5,2,4,5,5,2,4,3,5,4,5,5,5,5,5,5,5,4,5,2,4,5,5,3,5,3,5,2,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,9,9,7,9,7,8,9,9,7,6,7,6,9,1,9,7,5,5,5,4,4,5,5,5,3,5,2,1,2,4,3,3,1,2,4,4,4,3,3,4,1,4,1,3,3,2,4,2,2,1,2,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,1,1,3,1,2,2,2,3,1,3,1,1,3,2,2,3,1,1,3,3,1,2,2,1,2,5,4,2,2,2,2,5,3,1,2,2,2,5,5,2,3,2,1,4,4,1,2,4,2,5,4,2,2,2,2,4,2,2,1,4,1,5,3,4,1,2,1,4,4,4,4,4,4,4,4,3,4,5,4,5,5,5,5,4,4,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,14,5,7, ,9,5,5,31,7,12,11,7,6,10,12,25,8,12,12,11,15,7,9,10,11,25,8,15,32,24,32,31,28,18,74,5,2,2, , ,9,6,9,11,15,14,13,18,11,39,47
