Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Ethnicity,Race,OtherText,SexOrient,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,SDQ1,SDQ2,SDQ3,SDQ4,SDQ5,SDQ6,SDQ7,SDQ8,SDQ9,SDQ10,SDQ11,SDQ12,SDQ13,SDQ14,SDQ15,SDQ16,SDQ17,SDQ18,SDQ19,SDQ20,SDQ21,SDQ22,SDQ23,SDQ23b,SDQ24,SDQ25
100,67207,EN,18,1,187,44,187,25,18,White,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,Biological Mother,Biological Father,2,1,7,5, ,5, ,1,Southern Baptist, , , ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,5,4,5,3,1,1,2,1,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,3,1,1,1,2,2
100,2650,EN,18,2,187,14,187,14,18,white,5, ,heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,2,1,8,3, ,3, ,2, , , , ,3,3,3,3,3,4,4,1,1,5,3,1,1,1,1,1,1,2,4,4,4,4,2,2,4,3,2,1,2,2,1,2,3,3,2,3,2,1,3,1,1,3,1,1,3,3,1,2,1,3,3
100,2802,EN,18,2,187,14,187,25,10,African American,2, ,Female,1,1, , , , , , ,1,1, , , , , , , , , , ,1,1, , ,10,10,2, , ,1,Grandmother,Grandfather,1,1,4,5, ,5, ,11, , ,1,Grandmother,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,4,4,1,2,2,1,3,2,2,3,1,2,3,1,3,1,2,3,1,2,3,1,1,3,3,1,2,2,1,3
100,1520,EN,18,2,187,10,187,10,8,white female,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,3,3,5,3, ,3, ,2, , , , ,2,2,3,3,3,1,2,1,1,1,3,3,1,1,1,1,1,4,4,5,5,5,5,5,5,3,1,2,3,1,1,3,2,3,1,3,1,1,3,1,2,3,1,1,3,3,1,1,1,1,3
100,932,EN,18,2,187,10,187,10,8,white female,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,3,3,5,3, ,3, ,2, , , , ,2,2,2,3,3,1,3,1,1,2,3,3,1,1,1,1,1,4,5,5,5,5,5,5,5,3,1,2,3,1,2,3,2,3,1,3,1,1,3,1,2,3,1,1,3,3,1,1,1,1,3
100,1473,EN,18,1,187,25,187,25,18,Christian,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,6,3, ,2, ,11, , , , ,2,3,3,3,3,3,3,3,2,4,3,3,2,3,4,3,3,3,2,4,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,1818,EN,19,2,187,25,187,25,19,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,2,7,3, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,1,3,1,2,3,3,3,3,3,1,1,3,3,2,3,1,1,3,3,1,2,1,2,3
100,2697,EN,19,1,187,25,187,25,19,white,1, ,male,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0,house mom,president of fraternity,2,2,7,2, ,2, ,1,Baptist, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2
100,17325,EN,18,2,187,25,187,25,18,German,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,My best friend's mom,My best friend's dad,1,1,8,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,5,5,5,5,5,3,5,3,3,2,2,1,2,3,3,2,2,3,1,2,2,2,3,2,1,1,2,2,1,1,1,3,2
100,6842,EN,18,1,187,51,187,51,18,African American,2, ,Male, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,3,5, ,5, ,11, , , , ,3,2,2,3,4,3,3,3,3,3,2,1,1,1,2,1,2,2,3,4,4,5,4,4,5,2,3,2,2,3,3,3,2,2,2,3,2,3,2,3,2,3,2,3,2,1,2,2,2,3,2
100,1911,EN,19,2,187,25,187,25,19 yrs,African American,2, ,Male,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,2, , ,2,2,7,5, ,4, ,11, , , , ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1, ,1,3,4,4,4,4,4,4,4,2,2,2,2,1,3,1,2,3,2,2,1,1,2,2,2,3,1,1,2,2,1,2,2,2,2
100,1203,EN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,3,1,2,3,2,3,1,3,1,1,3,1,3,3,1,2,3,1,1,1,1,1,3
100,1148,EN,19,1,187,25,187,25,19,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,1, , ,3,grandmother,grandfather,1,1,9,3, ,3, ,1, , , , ,1,1,1,2,3,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,5,5,5,5,3,3,1,2,1,1,2,1,3,2,3,1,1,3,2,1,3,1,1,2,2,1,1,1,1,2
100,87471,EN,18,2,187,25,187,25,18,African American,2, ,Heterosexual, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2,none,none,2,1,6,5, ,5, ,1,Christian, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,1,2,2,1,3,2,2,3,2,1,2,3,2,3,3,1,1,2,2,2,1,1,1,2
100,120860,EN,18,1,187,10,187,44,11,Hispanic,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,6,3, ,3, ,13, ,idk,1, ,1,1,1,3,3,2,3,3,2,1,2,3,1,1,1,2,1,4,4,5,5,5,4,4,5,2,2,1,2,3,3,2,3,2,3,3,3,1,2,3,3,2,1,1,2,2,2,2,2,1,1
100,69666,EN,18,1,187,25,187,25,18,German,1, ,Straight Male,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,1, ,3, ,3, , , , ,3,3,3,3,3,3,3,2,3,2,4,4,2,1,2,2,2,3,2,2,2,3,4,4,4,3,2,3,3,1,1,1,1,3,2,3,1,1,3,2,3,3,1,1,3,3,1,2,2,1,2
100,167743,EN,18,2,187,1,187,25,0,"christian, american, white, english",1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,8,3, ,3, ,1,Methodist, , , ,2,1,2,4,3,3,4,4,5,2,3,2,1,1,1,1,1,3,3,3,3,2,4,1,3,3,2,2,2,1,2,2,3,3,1,3,1,2,3,3,2,3,1,1,3,2,1,1,1,2,1
100,169198,EN,19,2,187,25,187,25,19,American,1, ,straight/heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,8,5, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,3,3,2,3,1,2,2,2,3,1,3,1,1,3,1,2,3,1,1,3,3,1,1,1,1,3
100,5670,EN,18,1,187,25,187,25,18,Black,2, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,7,5, ,4, ,11, , , , ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,4,5,5,4,4,3,2,1,2,1,3,3,3,3,1,3,1,1,3,1,2,3,1,1,3,3,1,3,1,1,3
100,1970,EN,18,1,187,44,187,44,18,caucasian,1, ,Straight/heterosexual,1,1, , , , , , , , , , ,1, , ,1, , , , , , , , ,2,1,2, , ,3, , ,1,1,5,3, ,3, ,1,Church of Christ, , , ,3,3,3,1,1,2,3,1,2,1,4,2,2,1,2,2,1,3,5,5,5,5,4,4,4,3,2,1,2,3,1,2,2,2,2,3,1,1,3,2,2,3,1,1,2,2,1,2,1,1,2
100,2662,EN,18,2,187,44,187,1,16, ,6, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,3,5,3, ,2, ,1,Methodist, , , ,1,1,2,3,3,1,2,1,4,1,2,2,1,1,1,2,2,4,3,1,1,4,4,1,4,3,2,1,2,1,1,2,1,3,1,3,1,1,2,2,3,3,1,1,3,2,1,2,1,1,3
100,1931,EN,18,2,187,25,187,25,18,white,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,2,1,8,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,3,2,1,3,1,1,2,2,3,2,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,3
100,4893,EN,18,2,187,1,187,1,18,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,6,3, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,2,4,3,1,1,3,1,2,2,2,2,1,3,1,1,3,1,1,2,1,1,2,3,1,2,1,1,2
100,2653,EN,18,2,187,19,187,25,18,caucasion,1, ,heterosexual,1,1, , , , , , ,1,1, , , , , , , , , , ,1,1, , ,10,10,2, , ,3,my grandmother,my grandfather,1,1,5,6,I don't know,6,I do not know,11, , ,1,grandmother,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,4,5,5,5,5,5,5,3,3,2,2,2,1,3,2,3,2,2,2,2,2,2,2,3,1,1,3,2,1,3,2,1,2
100,4522,EN,18,2,187,44,187,25,18,white,1, ,female,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,2,2,2, , ,2, , ,1,1,4,1, ,1, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,1,1,3,1,2,3,3,3,3,3,1,1,3,2,3,3,1,1,3,2,1,1,1,3,3
100,1854,EN,18,2,187,45,187,25,1,american,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,8,3, ,3, ,1, , , , ,1,1,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,3,4,5,4,5,4,4,4,3,2,1,2,1,1,3,2,3,2,3,1,1,3,2,3,3,1,1,3,3,1,1,1,1,2
100,3448,EN,18,2,187,1,187,1,18,White,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,n/a,n/a,2,2,8,3, ,3, ,2, , , , ,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,5,3,1,1,2,1,1,2,3,3,2,3,1,2,3,3,3,3,1,1,3,2,1,2,2,1,2
100,721,EN,19,1,187,25,187,25,19,white,1, ,male,1,1, , , , , , , , , , ,1, , ,1, , , , , , , , ,1,1,2, , ,2, , ,1,1,5,3, ,3, ,13, , , , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,1,2,3,2,1,2,3,2,1,2,3,2,1,2,3,2,1,2,3,2,1,2
100,1820,EN,18,1,187,25,187,25,18,black,2, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,7,5, ,4, ,11, , , , ,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,5,5,4,5,5,3,5,3,1,1,2,1,3,2,3,3,1,3,1,1,3,1,1,3,1,1,3,3,1,3,2,1,3
100,1644,EN,20,2,187,25,187,25,20,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,N/A,N/A,1,1,6,2, ,1, ,11, , , , ,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,4,4,4,4,5,5,3,5,3,2,3,3,1,2,2,3,3,1,3,1,1,2,2,3,3,1,1,3,3,1,2,1,2,1
100,2209,EN,19,2,187,15,187,25,19,Caucasian,1, ,female, , , , ,1,1, , , , , , , , , , ,1,1, , , , , , ,6,5,2, , ,1,my adoptive mother,my adoptive father,1,1,8,1, ,3, ,13, ,Methodist, , ,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,5,5,5,5,3,2,1,3,2,1,3,2,3,1,3,1,1,3,1,2,3,1,1,3,3,1,2,2,2,2
100,1542,EN,18,2, ,48,187,25,1,american,1, ,heterosexual,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,5,older sister,uncle,1,1,8,2, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,1,3,1,3,2,3,1,2,2,2,3,3,2,3,3,2,1,1,2,3,1,2,3,1,2
100,61844,EN,18,2,187,1,187,25,1/4 of a year,White,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,6 total, , ,1,1,7,5, ,3, ,1, , , , ,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,3,3,2,2,3,1,1,2,1,2,1,3,2,1,2,3,2,3,1,1,3,1,2,1,2,1,1
100,44355,EN,20,1,187,37,187,25,20,Hispanic,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,4,2, ,5, ,2, , , , ,2,3,3,3,2,2,3,2,3, ,2,3,4,3,2,3,4,3,2,4, ,3,2,3,4,3, ,2,2,2,2,2,3,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,3
100,1373,EN,18,1,187,25,187,25,18,White,1, ,Straight,1,1, , , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,1, , ,2,2,9,4, ,3, ,4, , ,1, ,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,487,EN,18,1,187,25,187,25,18,White,1, ,straight,1,1, , , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,2,2,9,4, ,3, ,4, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,1914,EN,19,2,187,25,187,25,19,black,2, ,Straight,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,7,4, ,3, ,1, , , , ,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,4,2,5,3,1,1,1,2,1,2,3,3,1,3,1,2,3,1,1,3,1,1,3,3,1,2,1,3,3
100,1421,EN,20,1,187,1,187,25,3,American,1, ,Straight,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,3,2,7,5, ,3, ,1,Church of Christ, , , ,4,2,4,3,2,4,3,4,2,3,4,2,4,3,4,2,4,3,2,4,3,2,4,3,4,2,3,1,1,2,1,2,1,2,1,3,2,1,2,2,1,3,1,1,3,2,1,3,2,2,3
100,222073,EN,18,2,187,44,187,44,18, ,2, , , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,0,no one,step father,2,1,7,4, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,2358,EN,19,2,187,4,187,25,19,American,1, ,Female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1,Biological mother,Biological father,1,2,7,3, ,2, ,1,Methodist, , , ,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,4,5,4,5,5,5,5,5,3,2,1,2,1,2,3,3,2,2,3,1,3,3,3,3,3,1,1,2,3,1,2,3,3,1
100,2231,EN,18,2,187,25,187,25,18,white,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,1, , ,1, , ,1,1,6,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,2,3,1,2,1,2,1,1,1,2,3,1,1,3,2,1,3,1,1,3,2,1,2,1,1,2
100,267658,EN,18,2,187,25,187,25,18 years,white,1, ,female,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,8,3, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,1,3,1,1,3,3,3,2,3,1,1,3,2,1,3,1,1,3,3,1,1,1,1,3
100,2274,EN,19,1,136, ,187,25,11,Filipino,4, ,heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,1,2,2, , ,1, , ,2,1,5,3, ,3, , , , , , ,1,1,3,1,3,2,1,1,1,1,4,1,2,1,2,1,1,3,2,1,3,3,1,1,2,3,3,3,2,2,3,2,3,2,2,2,1,1,2,3,1,2,2,2,1,3,2,1,1,2,3
100,1922,EN,18,2,187,25,187,25,18,American,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,1,5,3, ,5, ,11, , , , ,2,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,3,4,5,5,5,3,4,4,3,2,1,1,1,2,3,3,2,1,3,1,2,3,1,3,3,1,1,3,3,1,3,1,2,3
100,6305,EN,22,1,187,5, ,25,1,Mixed/African American,5,Mixed,heterosexual, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,7,My Bestfriends Mother,Great Grandfather,3,1,8,5, ,5, ,1, , ,1,Mother usually says shes proud of me.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,3,1,3,1,1,3,1,1,2,1,1,3,3,1,2,2,1,3
100,3535,EN, ,2,187,25,187,25,19,African American,2, ,heterosexual, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1,grandmother,no one,2,1,6,3, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,5,3, ,5,3,1,3,1,1,2,2,2,3,1,3,1,1,3,1,3,3,1,3,2,2,1,1,1,2,2
100,2956,EN,18,2,187,10,187,10,13, ,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,4,4,7,3, ,3, ,1, , , , ,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,4,4,4,5,5,5,5,5,3,2,1,2,1,1,2,3,3,3,3,1,1,2,1,3,3,1,1,3,2,1,2,1,2,2
100,1304,EN,18,2,187,25,187,25,18,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,3,3,8,3, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,3,3,1,2,2,2,2,2,1,2,3,2,1,3,1,3,3,1,1,1,2,1,2,1,2,2
100,1178,EN,18,1,187,25,187,25,18,vietnamese,4, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,2,8,4, ,5, ,6, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,3,1,2,2,2,1,2,3,2,3,1,1,3,2,1,3,1,1,3,3,1,2,1,1,2
100,1452,EN,18,1,187,1,187,25,1,White,1, ,Heterosexual,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , ,1, , ,1,1,8,2, ,3, ,1,Church of Christ, , , ,1,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,2,1,1,1,1,2,2,2,1,1,3,2,1,2,1,3,3,1,1,2,3,1,3,1,1,3
100,2156,EN,18,2,187,19,187,25,18,white,1, ,heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2,biological mother,biological father,2,1,3,3, ,3, ,1, , , , ,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,4,4,4,5,5,5,5,3,3,3,2,2,3,2,3,3,2,3,1,2,2,2,2,3,1,2,2,2,2,1,2,2,2
100,8388,EN,18,2,187,25,187,25,18,Vietnamese,4, ,straight,1,1, , , , , , ,1, , , ,1,1, , , , , , , , , , ,2,2,2, , ,4, , ,2,1,5,5, ,6,7,2, , , , ,4,4,2,1,1,3,2,4,5,2,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,3,2,2,2,3,2,3,3,3,1,3,1,2,3,3,2,3,1,1,3,3,1,3,3,1,2
100,2391,EN,18,2,187,44,187,25,18,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,2,2, , ,1, , ,1,1,7,3, ,3, ,11, , , , ,2,2,3,3,3,2,3,2,3,2,3,3,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,1,2,3,2,2,2,2,1,3,2,2,3,3,1,3,1,1,2,1,1,2,2,2,1
100,2759,EN,18,2,187,4,187,4,18,American,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,5,5, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,3,2,1,2,1,1,3,3,3,2,3,1,1,3,3,3,3,1,1,3,3,2,2,1,2,1
100,884,EN, ,2,187, ,187,25,0,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4,N/A,N/A,1,1,7,4, ,3, ,11, , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,3,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2
100,883,EN,19,2,187,44,187,44,19,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,4,3,7,3, ,4, ,2, , , , ,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,1,2,2,2,3,2,2,2,1,1,1,3,3,3,2,3,2,3,2,2,2,2,2,1,2,2
100,2148,EN,21,2,24, ,187,25,5,brazilian,1, ,bissexual, ,1,1, , , , , , , , , ,1, , ,1, , , , , , , , , ,2,2, , ,0, , ,1,1,7,1, ,1, ,8, , , , ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,3,5,1,5,3,1,2,3,1,1,3,3,3,1,3,2,2,3,2,2,3,1,1,3,3,1,3,2,1,3
100,149797,EN,18,2,187,44,187,25,18,Thai & American,5,Biracial,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,2 (3 kids total), , ,1,1,6,2, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,5,5,3,5,3,2,1,2,1,1,2,2,3,1,2,1,1,3,2,2,3,1,1,2,2,1,1,1,1,2
100,4463,EN,19,2,187,25,187,25,19,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,3,1,9,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,1,3,1,1,3,2,3,1,3,1,1,3,1,1,3,1,1,3,3,1,2,1,1,3
100,1784,EN,18,2,187,10,187,44,17 years, ,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,7,2, ,5, ,2, , , , ,3,1,1,2,2,1,2,1,1,3,1,2,1,1,1,1,1,4,3,4,4,4,4,2,4,2,1,1,2,2,2,2,2,2,1,3,1,2,2,1,3,3,1,1,2,2,1,2,1,1,2
100,2784,EN,18,2,187,25,187,25,18,afican amrican,2, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,3,2,6,3, ,2, ,1, , , , ,3,2,3,2,3,2,3,3,4,4,3,3,3,3,3,2,2,3,3,3,3,3,3,3,4,2,3,2,2,3,2,1,2,3,1,3,1,2,3,1,2,3,2,1,2,3,1,3,2,1,3
100,485,EN,18,2,187,44,187,44,18,"white, catholic",1, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,2, , ,2,2,7,2, ,4, ,2, , ,1,mother,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,1299,EN,18,2,187,25,187,25,18,American, , ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,2, , ,1,1,8,1, ,5, ,1,Presbyterian, , , ,2,2,3,3,3,2,4,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,1,3,3,1,1,3,2,2,2
100,1751,EN,18,2,187,25,187,25,18,white,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,9,3, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,5,3,2,1,3,1,1,3,2,3,1,3,1,1,3,1,2,3,1,1,3,3,1,1,1,1,3
100,2049,EN,18,2,187,25,187,25,18,American,1, ,herterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0, , ,2,2,5,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,4,4,4,3,1,1,3,1,2,2,1,3,1,3,1,1,3,1,2,3,1,1,3,3,1,2,1,1,3
